originTAZ,destTAZ,tt_da,cost_da,tt_sr,cost_sr,tt_walk,tt_bike,tt_wt,accTime_wt,egrTime_wt,iWait_wt,xWait_wt,cost_wt,tt_dt,accTime_dt,egrTime_dt,iWait_dt,xWait_dt,cost_dt,weights,dist_car,accDist_dt,avail_da,avail_sr,avail_walk,avail_bike,avail_wt,avail_dt,choice,obsID
520,522,15.16,0.61765,15.16,0.20588,67.56,11.64,8.74,20,20,24,0,2.12,17.995,15.2,15.24,24,0,2.12,35.5,3.5,2.54,1,1,1,1,1,1,2,7902
764,764,7.78,0.19765,7.78,0.098824,23.29,4.01,0,0,0,0,0,0,0,0,0,0,0,0,384,1.12,0,1,1,1,1,0,0,3,7903
909,1014,51.7,3.5665,51.7,1.7832,342.12,58.92,98.2,32.2,32.2,8,8,2.12,36.865,34.66,35.55,5.85,5.84,3.755,51,20.21,10.4,1,1,0,0,1,1,1,7904
909,1014,51.7,3.5665,51.7,1.7832,342.12,58.92,98.2,32.2,32.2,8,8,2.12,36.865,34.66,35.55,5.85,5.84,3.755,51,20.21,10.4,1,1,0,0,1,1,1,7905
909,991,41.14,2.8853,41.14,1.4426,270.19,46.53,75.76,19.2,19.2,18,0,2.12,51.385,12.13,18.005,18,0,3.445,51,16.35,7.51,1,1,0,0,1,1,1,7906
909,991,41.14,2.8853,41.14,1.4426,270.19,46.53,75.76,19.2,19.2,18,0,2.12,51.385,12.13,18.005,18,0,3.445,51,16.35,7.51,1,1,0,0,1,1,1,7907
385,347,15.21,0.64588,15.21,0.32294,70.94,12.22,0,0,0,0,0,0,0,0,0,0,0,0,47,3.66,0,1,1,1,1,0,0,1,7908
385,347,15.21,0.64588,15.21,0.32294,70.94,12.22,0,0,0,0,0,0,0,0,0,0,0,0,47,3.66,0,1,1,1,1,0,0,1,7909
478,403,50.77,3.7024,45.07,1.8512,333.66,57.46,82.74,20.2,20.2,24,12.5,4.01,44.84,26.69,26.61,12.5,14.57,5.66,53.5,20.98,11.68,1,1,0,1,1,1,1,7910
478,403,50.77,3.7024,45.07,1.8512,333.66,57.46,82.74,20.2,20.2,24,12.5,4.01,44.84,26.69,26.61,12.5,14.57,5.66,53.5,20.98,11.68,1,1,0,1,1,1,1,7911
845,851,18.34,0.73059,18.34,0.36529,80.12,13.8,24.4,28,26.6,22,0,2.12,37.505,27.77,29.81,17.5,27.5,3.67,48.5,4.14,11.65,1,1,1,1,1,1,1,7912
845,851,18.34,0.73059,18.34,0.36529,80.12,13.8,24.335,28,26.6,24,0,2.12,37.28,27.77,27.92,19.5,27.5,3.67,48.5,4.14,11.65,1,1,1,1,1,1,1,7913
845,851,18.34,0.73059,18.34,0.36529,80.12,13.8,24.99,28,26.6,22,0,2.12,37.65,28.74,27.92,19.5,17.5,3.67,48.5,4.14,11.76,1,1,1,1,1,1,1,7914
845,851,18.34,0.73059,18.34,0.36529,80.12,13.8,24.4,28,26.6,22,0,2.12,37.505,27.77,29.81,17.5,27.5,3.67,48.5,4.14,11.65,1,1,1,1,1,1,1,7915
845,1018,93.73,7.1259,93.73,3.5629,688.68,118.61,83.3,27.2,27.2,17.5,35,5.49,65,27.94,26.09,15,0,3.47,48.5,40.38,9.36,1,1,0,0,1,1,1,7916
843,874,54.26,4.2865,53.37,2.1432,452.01,77.85,74.345,18.8,18.8,15,22.5,6.56,42.19,22.04,23.11,11.25,11.25,4.55,48.5,24.29,4.76,1,1,0,0,1,1,1,7917
843,874,54.26,4.2865,53.37,2.1432,452.01,77.85,74.345,18.8,18.8,15,22.5,6.56,42.19,22.04,23.11,11.25,11.25,4.55,48.5,24.29,4.76,1,1,0,0,1,1,1,7918
610,397,57.52,3.8029,40.18,1.9015,413.63,71.24,90.755,14.6,14.6,8.75,42.5,5.9,29.79,10.08,36.51,17,5,2.72,167,21.55,12.09,1,1,0,0,1,1,1,7919
948,971,37.48,1.4065,37.48,0.70324,151.8,26.14,37.985,13.4,16.2,12.65,0,2.12,9,25.83,25.71,7.5,0,1.66,56.5,7.97,3.6,1,1,1,0,1,1,5,7920
948,971,37.48,1.4065,37.48,0.70324,151.8,26.14,37.985,13.4,16.2,12.65,0,2.12,9,25.83,25.71,7.5,0,1.66,56.5,7.97,3.6,1,1,1,0,1,1,5,7921
504,412,68.11,4.4682,54.03,2.2341,408.64,70.38,97.485,13.2,12.3,17.5,37.5,4.01,65.9,24.72,23.19,15,0,1.66,63.5,25.32,11.24,1,1,0,0,1,1,1,7922
504,412,68.11,4.4682,54.03,2.2341,408.64,70.38,97.485,13.2,12.3,17.5,37.5,4.01,65.9,24.72,23.19,15,0,1.66,63.5,25.32,11.24,1,1,0,1,1,1,4,7923
733,831,46.49,5.6488,46.49,1.8829,500.86,86.26,44.92,8.6,11.6,12,22.5,2.84,28.385,8.6,12.09,12,7.5,1.89,92.5,32.01,4.17,1,1,0,0,0,0,2,7924
733,831,46.49,5.6488,46.49,1.8829,500.86,86.26,48.715,8.6,11.6,11,24.375,3.36,31.06,8.6,13.07,11,9.375,2.41,92.5,32.01,3.9,1,1,0,0,0,0,2,7925
733,1145,84.66,5.5429,55.08,1.8476,588.33,101.32,47.435,9,7.2,12,24.05,3.18,25.995,43.72,35.43,15.75,15.24,3.67,92.5,31.41,32.77,1,1,0,0,0,1,2,7926
733,1145,84.66,5.5429,55.08,1.8476,588.33,101.32,47.435,9,7.2,12,24.05,3.18,25.995,43.72,35.43,15.75,15.24,3.67,92.5,31.41,32.77,1,1,0,0,0,1,2,7927
775,401,65.11,7.5229,65.11,3.7615,695.59,119.8,0,0,0,0,0,0,0,0,0,0,0,0,58,42.63,0,1,1,0,0,0,0,1,7928
775,401,65.11,7.5229,65.11,3.7615,695.59,119.8,0,0,0,0,0,0,0,0,0,0,0,0,58,42.63,0,1,1,0,0,0,0,1,7929
531,476,37.27,1.8918,37.27,0.94588,192.89,33.22,55.345,24.2,24.2,19.5,22.5,4.24,79.79,20.6,20.6,12.5,27.5,5.9,93.5,10.72,4.04,1,1,0,1,1,1,2,7930
531,476,39.25,1.8918,38.86,0.94588,192.89,33.22,55.65,24.2,24.2,24,22.5,4.24,77.145,20.66,20.6,17,36,5.9,93.5,10.72,4.04,1,1,0,1,1,1,1,7931
531,476,37.27,1.8918,37.27,0.94588,192.89,33.22,55.345,24.2,24.2,19.5,22.5,4.24,79.79,20.6,20.6,12.5,27.5,5.9,93.5,10.72,4.04,1,1,0,1,1,1,1,7932
531,476,37.27,1.8918,37.27,0.94588,192.89,33.22,57.53,24.2,24.2,19.5,22.5,4.24,81.81,20.6,20.78,12.5,25,5.9,93.5,10.72,4.04,1,1,0,1,1,1,1,7933
531,347,63.71,5.0788,50.6,2.5394,533.38,91.86,0,0,0,0,0,0,0,0,0,0,0,0,93.5,28.78,0,1,1,0,0,0,0,1,7934
531,347,67.6,5.1229,49.68,2.5615,533.38,91.86,0,0,0,0,0,0,0,0,0,0,0,0,93.5,29.03,0,1,1,0,0,0,0,2,7935
531,347,50.67,5.0347,50.67,2.5174,533.38,91.86,0,0,0,0,0,0,0,0,0,0,0,0,93.5,28.53,0,1,1,0,0,0,0,1,7936
531,700,76.93,8.1882,76.93,4.0941,852.33,146.79,151.28,22.8,22.8,19.5,52.5,8.02,134.49,19.2,19.2,17,40,5.9,93.5,46.4,4.04,1,1,0,0,1,1,1,7937
1033,16,96.04,6.2212,83.1,1.5471,479.38,82.56,62.365,16,16,10.83,11.25,6.07,49,16.44,15.84,15,0,4.14,34,26.3,3.5,1,1,0,0,1,1,2,7938
1033,16,96.04,6.2212,83.1,1.5471,479.38,82.56,79.075,14.8,12.6,9.76,7.5,4.09,49,16.44,17.5,15,0,4.14,34,26.3,3.5,1,1,0,0,1,1,2,7939
1033,16,96.04,6.2212,96.04,3.1106,479.38,82.56,62.14,16,16,13.33,11.79,6.07,49,16.44,15.79,17.5,0,4.14,34,26.3,3.5,1,1,0,0,1,1,2,7940
1033,16,96.04,6.2212,96.04,3.1106,479.38,82.56,79.075,14.8,12.6,9.76,7.5,4.09,49,16.44,17.5,15,0,4.14,34,26.3,3.5,1,1,0,0,1,1,1,7941
1033,1033,6.4,0.11294,6.4,0.056471,14.58,2.51,0,0,0,0,0,0,0,0,0,0,0,0,34,0.64,0,1,1,1,1,0,0,1,7942
700,554,82.43,8.2941,74,4.1471,848.34,146.1,87.265,17.4,17.4,9.28,72.475,10.245,74.31,11.92,36.33,14.14,12.475,6.195,74.5,47,15.74,1,1,0,0,1,1,1,7943
700,554,82.43,8.2941,74,4.1471,848.34,146.1,87.265,17.4,17.4,9.28,72.475,10.245,74.31,11.92,36.33,14.14,12.475,6.195,74.5,47,15.74,1,1,0,0,1,1,1,7944
939,106,60.52,6.1524,60.52,3.0762,457.8,78.84,52.025,16.8,18,6.79,18.75,4.69,28.4,22.03,22.6,5.21,0,3.46,61.5,25.91,9.87,1,1,0,0,1,1,1,7945
939,356,119.07,14.206,119.07,7.1032,1249.3,215.16,185.56,19.6,19.8,17.43,40.89,11.08,89,35.08,39.67,24,0,4.83,61.5,71.55,39.08,1,1,0,0,1,1,1,7946
468,412,60.25,3.9565,47.87,1.3188,362.73,62.47,104.5,13.4,13.4,18.5,32.5,3.065,65.9,26.25,24.05,15,0,1.66,59,22.42,12.65,1,1,0,1,1,1,2,7947
468,412,60.25,3.9565,47.87,1.9782,362.73,62.47,104.5,13.4,13.4,18.5,32.5,3.065,65.9,26.25,24.05,15,0,1.66,59,22.42,12.65,1,1,0,1,1,1,2,7948
468,429,44.85,2.8606,37.79,1.4303,263.77,45.43,83.095,15.4,15.4,19.5,30,4.24,62.365,26.2,27.45,19.5,19.11,4.12,59,16.21,11.98,1,1,0,1,1,1,2,7949
468,429,44.85,2.8606,37.79,1.4303,263.77,45.43,83.095,15.4,15.4,19.5,30,4.24,62.365,26.2,27.45,19.5,19.11,4.12,59,16.21,11.98,1,1,0,1,1,1,2,7950
998,813,68.11,7.2282,68.11,3.6141,733.65,126.35,111.5,32,32.8,15,17.5,5.41,111.5,16.75,17.62,15,17.5,5.41,63.5,40.96,2.56,1,1,0,0,1,1,1,7951
998,813,68.11,7.2282,68.11,3.6141,733.65,126.35,111.5,32,32.8,15,17.5,5.41,111.5,16.75,17.62,15,17.5,5.41,63.5,40.96,2.56,1,1,0,0,1,1,1,7952
784,278,103.61,9.8141,89.58,4.1171,857.46,147.67,69.05,12,16,7.5,25,3.22,22,28.4,48.59,22,0,2.34,59,46.66,35.76,1,1,0,0,0,1,1,7953
784,278,103.61,9.8141,89.58,4.1171,857.46,147.67,69.05,12,16,7.5,25,3.22,22,28.4,48.59,22,0,2.34,59,46.66,35.76,1,1,0,0,0,1,1,7954
770,823,59.19,4.2212,59.19,2.1106,444.6,76.57,90.665,18.6,22.8,18,40,6.68,35.295,25,26.95,9.75,11.25,3.67,67.5,23.92,10.54,1,1,0,0,1,1,1,7955
526,612,68.23,5.6524,68.23,2.8262,501.56,86.38,109.38,20,20,19.5,31.875,7.19,92.705,14.64,14.64,12.5,21.875,5.9,121.5,32.03,2.72,1,1,0,0,1,1,2,7956
526,612,68.23,5.6524,68.23,2.8262,501.56,86.38,109.38,20,20,19.5,31.875,7.19,92.705,14.64,14.64,12.5,21.875,5.9,121.5,32.03,2.72,1,1,0,0,1,1,2,7957
905,946,33.05,1.4894,33.05,0.74471,140.96,24.28,33.52,14.1,12.6,6.875,3.75,2.48,9,8.84,9,5,0,1.66,240,8.44,2.88,1,1,1,1,1,1,1,7958
740,742,20.85,0.85765,20.85,0.42882,94.05,16.2,84.31,20.8,5.4,12,23.07,4.44,58.435,30.66,30.39,18.55,18.07,4.125,56.5,4.86,17.505,1,1,1,1,0,1,1,7959
740,742,20.82,0.85765,20.82,0.42882,94.05,16.2,0,0,0,0,0,0,58.735,30.08,32.83,19.5,22.5,4.24,56.5,4.86,14.62,1,1,1,1,0,1,1,7960
740,742,20.82,0.85765,20.82,0.42882,94.05,16.2,0,0,0,0,0,0,58.735,30.08,32.83,19.5,22.5,4.24,56.5,4.86,14.62,1,1,1,1,0,1,1,7961
740,742,20.85,0.85765,20.85,0.42882,94.05,16.2,84.31,20.8,5.4,12,23.07,4.44,58.435,30.66,30.39,18.55,18.07,4.125,56.5,4.86,17.505,1,1,1,1,0,1,1,7962
696,348,111.37,9.6829,84.46,4.8415,980.25,168.82,0,0,0,0,0,0,42.88,17.68,12,5,22.5,1.89,104,54.87,6.04,1,1,0,0,0,0,2,7963
696,348,111.37,9.6829,84.46,4.8415,980.25,168.82,0,0,0,0,0,0,89.73,29.68,31.34,17,27.5,3.78,104,54.87,12.55,1,1,0,0,0,1,2,7964
724,720,35.57,1.9729,35.57,0.65765,214.63,36.96,0,0,0,0,0,0,0,0,0,0,0,0,152,11.18,0,1,1,0,1,0,0,2,7965
724,716,20.35,0.82235,20.35,0.41118,90.12,15.52,0,0,0,0,0,0,0,0,0,0,0,0,152,4.66,0,1,1,1,1,0,0,1,7966
451,557,56.15,4.6535,56.15,1.5512,405.93,69.91,106.67,14,14,24,0,2.12,30.52,15.6,38.46,22,3.95,3.89,105,26.37,14.9,1,1,0,0,1,1,2,7967
894,102,108.27,8.6018,108.27,4.3009,666.29,114.75,53.4,14,14.2,7.5,0,4.34,53.4,12.24,12.42,7.5,0,4.34,365,39.79,2.54,1,1,0,0,1,1,2,7968
894,1014,58.77,5.0365,58.77,2.5182,427.12,73.56,68.975,23,25.2,15.58,12.73,4.445,68.975,21.19,23.36,15.58,12.73,4.445,365,28.54,2.54,1,1,0,0,1,1,2,7969
894,1014,58.77,5.0365,58.77,2.5182,427.12,73.56,68.975,23,25.2,15.58,12.73,4.445,68.975,21.19,23.36,15.58,12.73,4.445,365,28.54,2.54,1,1,0,0,1,1,2,7970
683,415,66.25,5.1724,58.03,2.5862,450.29,77.55,118.83,24,16,23,51.74,5.715,80.74,22.95,16.5,22,10,1.89,93,29.31,4.3,1,1,0,0,1,1,2,7971
683,409,70.53,4.0218,65.28,2.0109,420.35,72.39,111.22,14,14,22,35,3.78,69.26,14.71,14.5,15,0,1.66,93,22.79,5.98,1,1,0,0,1,1,2,7972
735,715,75.07,5.1565,74.68,2.5782,404.52,69.67,0,0,0,0,0,0,0,0,0,0,0,0,138,29.22,0,1,1,0,0,0,0,1,7973
484,404,58.01,4.2494,52.35,2.1247,393.56,67.78,112.92,20.8,20.8,24,35,5.9,74.465,34.09,34.06,17,20,3.78,110.5,24.08,16.79,1,1,0,0,1,1,1,7974
749,21,203.75,18.114,166.48,8.2668,1556.05,267.99,0,0,0,0,0,0,98.6,31.47,32.31,15,0,6.26,158,93.69,15.67,1,1,0,0,1,1,5,7975
749,755,27.42,1.2706,27.42,0.63529,139.35,24,0,0,0,0,0,0,12.48,27.24,27.08,19.5,15,2.12,158,7.2,11.94,1,1,1,1,0,1,4,7976
782,969,121.46,8.3188,106.33,4.1594,895.37,154.2,79.97,17,17,19.5,22.5,6.15,67,13.06,13.06,15,0,4.14,115,47.14,3.78,1,1,0,0,1,1,1,7977
631,519,61.63,4.7718,61.6,2.3859,450.56,77.6,143.23,17.2,17.2,12.95,12.95,4.24,103.17,22.47,23.54,19.5,17.5,4.24,164,27.04,10.35,1,1,0,0,1,1,1,7978
464,428,27.72,1.7559,24.82,0.87794,151.95,26.17,42.025,15,15,24,48.44,6.36,36.555,13.61,22.49,19.5,14.11,4.12,172,9.95,8.54,1,1,1,1,1,1,2,7979
464,486,40.98,2.1229,37.04,1.0615,219.89,37.87,64.475,14.4,14.4,22,25,4.24,65.735,13.01,13.06,15,16.49,5.22,172,12.03,3.78,1,1,0,1,1,1,2,7980
755,763,31.33,1.3606,31.33,0.68029,140.99,24.28,35.7,16.8,16.8,24,0,2.12,43.615,9.08,15.08,19.5,19.645,3.18,211,7.71,2.36,1,1,1,1,1,1,1,7981
755,763,30.9,1.2847,30.9,0.42824,140.99,24.28,37.685,16.8,16.8,24,0,2.12,51.225,9.08,15.68,19.5,12.5,2.12,211,7.28,2.36,1,1,1,1,1,1,2,7982
796,966,93.28,7.0588,80.12,3.5294,745.43,128.38,117.52,36.2,36.2,13.75,13.75,5.01,57,34.12,34.57,15,0,3.6,84.5,40,7.9,1,1,0,0,1,1,1,7983
796,966,93.28,7.0588,80.12,3.5294,745.43,128.38,117.52,36.2,36.2,13.75,13.75,5.01,57,34.12,34.57,15,0,3.6,84.5,40,7.9,1,1,0,0,1,1,1,7984
796,265,50.65,7.9982,50.65,3.9991,618.87,106.58,0,0,0,0,0,0,48.265,8.8,49.05,12,9.57,1.33,84.5,36.37,19.62,1,1,0,0,0,0,2,7985
796,265,50.65,7.9982,50.65,3.9991,618.87,106.58,0,0,0,0,0,0,48.135,8.8,39.49,12,15,1.33,84.5,36.37,19.02,1,1,0,0,0,0,2,7986
694,739,164.52,14.947,164.52,7.4735,1436.98,247.48,0,0,0,0,0,0,0,0,0,0,0,0,64.5,84.7,0,1,1,0,0,0,0,1,7987
694,742,179.82,16.269,179.82,8.1344,1528.12,263.18,0,0,0,0,0,0,0,0,0,0,0,0,64.5,92.19,0,1,1,0,0,0,0,1,7988
849,861,37.14,1.7541,37.14,0.87706,188.65,32.49,68.61,25,25,24,0,2.12,40.66,29.03,22.45,10,15,3.67,48.5,9.94,4.67,1,1,0,0,1,1,1,7989
849,861,37.14,1.7541,37.14,0.87706,188.65,32.49,68.61,25,25,24,0,2.12,40.66,29.03,22.45,10,15,3.67,48.5,9.94,4.67,1,1,0,0,1,1,1,7990
692,690,16.67,0.92471,16.67,0.46235,80.08,13.79,14.665,13.2,13.2,24,15,3.18,20.12,22.67,12.76,24,0,2.12,43.5,5.24,7.97,1,1,1,0,1,1,1,7991
692,690,17.17,0.82765,17.17,0.41382,80.08,13.79,14.42,13.2,13.2,20.57,10,3.18,19.445,12.76,22.96,20.57,0,2.12,43.5,4.69,7.92,1,1,1,0,1,1,1,7992
692,690,16.67,0.92471,16.67,0.46235,80.08,13.79,14.665,13.2,13.2,24,15,3.18,20.12,22.67,12.76,24,0,2.12,43.5,5.24,7.97,1,1,1,0,1,1,1,7993
692,690,17.17,0.82765,17.17,0.41382,80.08,13.79,14.42,13.2,13.2,20.57,10,3.18,19.445,12.76,22.96,20.57,0,2.12,43.5,4.69,7.92,1,1,1,0,1,1,1,7994
740,1171,40.35,3.3406,40.35,1.6703,366.48,63.12,0,0,0,0,0,0,63.05,8.8,21.83,12,15,2.12,164,18.93,7.75,1,1,0,1,0,0,1,7995
376,604,65.32,4.9076,45.15,2.4538,495.93,85.41,110.83,18.8,18.8,19.5,49.12,8.56,105.03,12.72,12.82,17.5,24.12,7.34,48.5,27.81,2.36,1,1,0,0,1,1,1,7996
376,604,65.32,4.9076,45.15,2.4538,495.93,85.41,110.83,18.8,18.8,19.5,49.12,8.56,105.03,12.72,12.82,17.5,24.12,7.34,48.5,27.81,2.36,1,1,0,0,1,1,1,7997
666,395,91.72,7.1806,64.27,2.3935,720.7,124.12,59.005,8.4,8.2,7.5,32.145,5.03,44.91,5.07,8.2,12,15,3.89,167,40.69,1.26,1,1,0,0,0,0,2,7998
666,596,53.86,4.1541,47.03,2.0771,413.98,71.3,131.15,17,17,19.5,45.83,6.36,55.085,27.93,23.26,19.5,0,2.12,167,23.54,14.58,1,1,0,0,1,1,2,7999
422,381,28.88,1.8053,28.88,0.90265,197.94,34.09,39.41,20.4,20.4,17,22.5,3.78,18.81,15.66,15.69,17,22.5,3.78,60,10.23,7.04,1,1,0,1,1,1,1,8000
422,381,28.88,1.8053,28.88,0.90265,197.94,34.09,39.41,20.4,20.4,17,22.5,3.78,18.81,15.66,15.69,17,22.5,3.78,60,10.23,7.04,1,1,0,1,1,1,1,8001
422,397,23.26,1.2353,23.26,0.61765,132.47,22.81,16.56,20,20,10,0,1.66,4.04,15.26,14.59,10,0,1.66,60,7,7.04,1,1,1,1,1,1,1,8002
422,397,20.89,1.2353,20.89,0.61765,132.47,22.81,16.56,20,20,15,0,1.66,4.04,14.92,13.73,15,0,1.66,60,7,7.04,1,1,1,1,1,1,2,8003
422,395,20.48,0.94588,20.48,0.47294,97.09,16.72,11.865,15,9.4,5,15,1.89,7.045,10.36,9.4,5,15,1.89,60,5.36,3.42,1,1,1,1,0,0,1,8004
680,1168,180.83,15.958,172.06,7.9791,1591.03,274.01,0,0,0,0,0,0,0,0,0,0,0,0,46.5,90.43,0,1,1,0,0,0,0,1,8005
679,412,62.47,4.5441,62.47,2.2721,470.28,80.99,87.24,17.2,17.2,10,0,1.66,87.24,8.63,8.63,10,0,1.66,110,25.75,1.12,1,1,0,0,1,1,5,8006
679,412,70.04,4.5441,70.04,2.2721,470.28,80.99,87.24,17.2,17.2,10,0,1.66,87.24,8.63,8.63,10,0,1.66,110,25.75,1.12,1,1,0,0,1,1,5,8007
679,412,62.47,4.5441,62.47,2.2721,470.28,80.99,87.24,17.2,17.2,15,0,1.66,87.24,8.63,8.63,15,0,1.66,110,25.75,1.12,1,1,0,0,1,1,2,8008
517,504,41.89,1.86,41.89,0.93,203.05,34.97,0,0,0,0,0,0,36.135,19.71,20.07,17,22.5,4.24,79,10.54,7.34,1,1,0,1,0,1,1,8009
517,761,90.14,8.9665,90.14,4.4832,935.61,161.13,0,0,0,0,0,0,106.88,78.98,32.84,10.18,22.5,4.73,79,50.81,39.39,1,1,0,0,0,1,2,8010
869,315,131.02,12.073,112.46,5.2465,1021.39,175.91,192.34,19.2,19.2,24,27.4,12.37,94.52,58.47,17.46,24,4.82,6.3,254,59.46,26.08,1,1,0,0,1,1,2,8011
869,428,88.65,12.535,88.65,6.2674,1284.99,221.3,118.67,6.2,8.8,9.75,14.065,3.37,110.11,6.2,7.06,9.75,6.565,3.42,254,71.03,1.46,1,1,0,0,0,0,1,8012
654,465,103.11,5.4953,95.58,2.7476,582.06,100.24,0,0,0,0,0,0,59.355,55.25,62.71,8.75,20,5.9,49,31.14,19.81,1,1,0,0,0,1,1,8013
1017,971,43.3,1.6571,43.3,0.82853,176,30.31,23,18.2,18.2,7.5,0,1.74,23,10.37,10.39,7.5,0,1.74,68,9.39,1.14,1,1,0,1,1,1,5,8014
819,904,75.24,5.1653,68.93,2.5826,491.71,84.68,53.615,28.9,37.4,10.955,6.16,5.35,53.615,15.94,24.44,10.955,6.16,5.35,115,29.27,1.56,1,1,0,0,1,1,1,8015
819,904,75.24,5.1653,68.93,2.5826,491.71,84.68,51.04,37.4,37.4,13.75,12.41,5.35,51.04,24.44,24.3,13.75,12.41,5.35,115,29.27,1.56,1,1,0,0,1,1,2,8016
819,142,143.35,13.162,141.52,5.7909,1116.15,192.23,123.91,27.8,24.1,11,12,7.06,123.91,14.84,11.14,11,12,7.06,115,65.63,1.56,1,1,0,0,1,1,2,8017
819,142,143.35,13.162,141.52,5.7909,1116.15,192.23,123.91,27.8,24.1,11,12,7.06,123.91,14.84,11.14,11,12,7.06,115,65.63,1.56,1,1,0,0,1,1,2,8018
819,763,77.32,3.6388,60.65,1.8194,399.1,68.73,37.325,20.6,27.2,15.75,30,3.67,37.325,7.62,14.1,15.75,30,3.67,115,20.62,1.56,1,1,0,0,1,1,1,8019
819,763,77.32,3.6388,60.65,1.8194,399.1,68.73,37.325,20.6,27.2,15.75,30,3.67,37.325,7.62,14.1,15.75,30,3.67,115,20.62,1.56,1,1,0,0,1,1,1,8020
843,416,157.7,9.8665,118.05,4.9332,1056.19,181.9,120.7,25,25,19.5,49.78,8.43,74,31.86,33.1,24,0,10.86,68.5,55.91,6.44,1,1,0,0,1,1,1,8021
843,416,157.7,9.8665,118.05,4.9332,1056.19,181.9,117.9,25,25,19.5,69.15,8.43,74,31.86,29.97,24,0,10.86,68.5,55.91,6.44,1,1,0,0,1,1,1,8022
734,460,170.26,13.957,151.15,6.9785,1361.63,234.5,0,0,0,0,0,0,106.22,25.83,7.4,12,15,1.06,50,79.09,7.92,1,1,0,0,0,1,6,8023
734,460,113.83,13.856,113.83,6.9282,1361.63,234.5,0,0,0,0,0,0,112.58,37.07,70.11,24,28.33,6.84,50,78.52,71.26,1,1,0,0,0,1,1,8024
534,412,62.04,3.5029,52.92,1.7515,343.32,59.13,77.595,14.6,14.6,12.5,12.5,3.78,65.9,19.95,20.74,10,0,1.66,382,19.85,9.46,1,1,0,1,1,1,1,8025
600,543,39.96,2.0347,39.96,1.0174,221.01,38.06,83.96,14.2,14.2,18.5,11.63,4.24,6,39.22,38.81,24,0,2.34,83.5,11.53,11.93,1,1,0,0,1,1,1,8026
600,543,39.96,2.0347,39.96,1.0174,221.01,38.06,83.96,14.2,14.2,18.5,11.63,4.24,6,39.22,38.81,24,0,2.34,83.5,11.53,11.93,1,1,0,0,1,1,1,8027
902,971,37.32,2.1229,37.32,1.0615,227.32,39.15,61.58,25.6,13.8,15.75,0,2.12,7,22.37,21.27,5.83,0,1.66,108,12.03,12.1,1,1,0,1,1,1,1,8028
493,412,64.38,5.0382,55.83,2.5191,462.75,79.7,0,0,0,0,0,0,55.82,35.91,28.89,15,0,1.66,48.5,28.55,20.52,1,1,0,0,0,1,1,8029
493,412,64.38,5.0382,55.83,2.5191,462.75,79.7,0,0,0,0,0,0,55.82,35.91,28.89,15,0,1.66,48.5,28.55,20.52,1,1,0,0,0,1,1,8030
478,485,30.01,1.2141,28.03,0.60706,133.21,22.94,0,0,0,0,0,0,0,0,0,0,0,0,176,6.88,0,1,1,1,0,0,0,1,8031
769,403,103,7.3553,73.73,3.6776,727.95,125.37,148.75,19.4,20.6,24,63.75,6.06,25.04,33.84,57.48,10,0,1.66,67.5,41.68,35.42,1,1,0,0,1,1,2,8032
1043,1033,15.86,0.6,15.86,0.3,65.74,11.32,10.685,22,22,14.85,0,2,27.35,14.44,15.35,7.08,7.08,3.67,45,3.4,3.26,1,1,1,0,1,1,1,8033
1043,1033,15.86,0.6,15.86,0.3,65.74,11.32,13.285,16.4,22,20.18,0,2.06,26.965,14.44,14.44,8.04,8.33,3.67,45,3.4,3.26,1,1,1,0,1,1,1,8034
1037,1161,109.76,8.0312,102.54,4.0156,840.79,144.8,0,0,0,0,0,0,0,0,0,0,0,0,69,45.51,0,1,1,0,0,0,0,1,8035
839,810,40.49,2.1529,40.49,1.0765,209.07,36.01,0,0,0,0,0,0,0,0,0,0,0,0,79.5,12.2,0,1,1,0,1,0,0,2,8036
839,811,30.63,1.2124,30.63,0.60618,132.85,22.88,41.19,13,13,15,0,2.12,52.03,10.71,10.71,15.75,18.75,3.67,79.5,6.87,0.86,1,1,1,1,1,1,2,8037
839,212,94.06,11.642,94.06,5.8212,1065.95,183.58,0,0,0,0,0,0,0,0,0,0,0,0,79.5,57.02,0,1,1,0,0,0,0,2,8038
778,750,59.3,3.0776,56.07,1.5388,299.63,51.6,83.72,18.8,14.2,23,0,2.12,60.355,21.07,20.4,24,0,2.12,74.5,17.44,6.68,1,1,0,0,1,1,1,8039
870,947,46.27,2.7247,46.27,1.3624,269.73,46.45,65.345,14.8,14.8,6.37,0,2.12,29.105,14.98,12.07,6.25,5.75,4.07,155,15.44,1.98,1,1,0,1,1,1,1,8040
870,809,59.92,3.7041,51.97,1.8521,368.79,63.51,69.405,29,29,15.75,12.5,4.11,69.405,13.98,13.87,15.75,12.5,4.11,155,20.99,1.98,1,1,0,1,1,1,2,8041
818,824,16.06,0.57529,16.06,0.28765,62.94,10.84,6.775,6.2,6.8,7.5,0,1.06,12.44,5.48,6.8,3.75,5,1.78,230,3.26,1.36,1,1,1,1,0,0,1,8042
400,349,47.42,2.9224,47.42,1.4612,280.28,48.27,54.375,42.8,42.8,17,53.75,5.11,7.59,42.1,29.63,24,15,3.18,283,16.56,16.28,1,1,0,0,1,1,1,8043
516,511,28.54,1.3306,28.54,0.66529,146.07,25.16,0,0,0,0,0,0,0,0,0,0,0,0,210,7.54,0,1,1,1,1,0,0,1,8044
